mission_status,title,launch_time,description,article_link,location,videos,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.payload_to_leo,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.rocket_details_link,rocket_data.rocket_id,rocket_data.payload_to_gto,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.fairing_height,mission_data.title,mission_data.description,mission_data.orbit,mission_data.payloads,mission_data.total_mass
,Bandwagon-4,"NET May, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Bandwagon-4,"Bandwagon-4 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to mid-inclination orbits for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Low Earth Orbit,,
,ViaSat-3 Asia-Pacific,"NET 2nd Quarter, 2025","In late April 2023, it was announced that Viasat Asia-Pacific will no longer fly on Ariane 6, due to delays in Ariane 6 development as well as the re-manifestation of several payloads from Russian launchers to Ariane vehicles after Russia invaded Ukraine. Viasat is currently evaluating other launch vehicles for this launch. We will keep the rocket set to the Ariane 64 until Viasat re-manifests its satellite onto a different launcher.",,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,"21,650 kg",2,4,62.0 m,5.4 m,/rockets/92,92,"11,500 kg",$106.0 million,"15,370 kN",20.0 m,ViaSat-3 APAC (Asia-Pacific),"The ViaSat-3 class of Ka-band satellites is expected to provide unprecedented capabilities in terms of service speed and flexibility for a satellite platform. The first two satellites will focus on the Americas and on Europe, the Middle East, and Africa (EMEA), respectively, with the third satellite planned for the APAC region, completing Viasat's global service coverage. Each ViaSat-3 class satellite is expected to deliver more than 1 terabit per second of network capacity and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.",Geostationary Earth Orbit,1,"6,400.0 kg"
,METOP-SG A1,"NET 2nd Quarter, 2025",,,"ELA-4, Guiana Space Centre, French Guiana, France",,Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,"10,350 kg",2,2,62.0 m,5.4 m,/rockets/92,92,"4,500 kg",$88.0 million,"8,370 kN",20.0 m,METOP-SG A1,METOP-SG (Meteorological Operational - Second Generation) is Europe's second-generation polar-orbiting operational meteorological satellite system to replace the first-generation METOP satellites.,Sun-Synchronous Orbit,1,"4,017.0 kg"
,SPAINSAT New Generation II,"NET June, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,SPAINSAT New Generation II,"SPAINSAT NG is Hisdesat's largest project since its foundation. Its technological complexity and strategic relevance will position the company as an international benchmark in satellite communications. The new Spainsat NG generation will multiply by 16 times the capacity in X and Ka military band with respect to the current devices and will add a new payload in UHF band. In addition, it will operate with active X-band antennas in receive and transmit. Pioneers in the European aerospace sector, each of them will be assigned 16 different areas of operation to perform their coverage services with electronic configuration.",Geostationary Transfer Orbit,1,"6,100.0 kg"
,Transporter 14,"NET June, 2025",,,"SLC-4E, Vandenberg SFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Transporter 14,"Transporter 14 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Sun-Synchronous Orbit,,
,Project Kuiper,"NET 2nd Quarter, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,"NET 2nd Quarter, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Project Kuiper,"NET 2nd Quarter, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",Low Earth Orbit,,
,Demo Flight,"NET June, 2025",First flight of Neutron. Currently NET Mid 2025.,,"Wallops Flight Facility, Virginia, USA",,Neutron,https://storage.googleapis.com/nextspaceflight/media/rockets/Neutron.webp,Image Credit: Rocket Lab,Planned,"15,000 kg",2,0,43.0 m,5.0 m,/rockets/284,284,,$52.5 million,"6,800 kN",7.0 m,,,,,
,Demo Flight,"NET 2nd Quarter, 2025",First flight of ZhuQue-3,,"Jiuquan Satellite Launch Center, China",,ZhuQue-3,https://storage.googleapis.com/nextspaceflight/media/rockets/ZhuQue-3.webp,Image Credit: LandSpace,Planned,"21,300 kg",2,,76.6 m,5.2 m,/rockets/293,293,,,,,,,,,
,MTG-S1/Sentinel-4A,"NET 2nd Quarter, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,MTG-S1/Sentinel-4A,MTG (Meteosat Third Generation) is the follow-up system to the Meteosat MSG series of geostationary satellites.,Geostationary Transfer Orbit,1,"2,500.0 kg"
,ESCAPADE,"NET 2nd Quarter, 2025",,,"LC-36, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,"45,000 kg",2,0,98.0 m,7.0 m,/rockets/67,67,"13,000 kg",,"17,150 kN",21.9 m,ESCAPADE,The Escape and Plasma Acceleration and Dynamics Explorers (EscaPADE) are a dual-spacecraft mission to study ion and sputtered escape from Mars. The two identical spacecraft were scheduled for launch as secondary satellites on the Psyche mission in August 2022 but were removed due to problems with the required trajectory. The science goals of the mission are to: understand the processes controlling the structure of Mars' hybrid magnetosphere and how it guides ion flows; understand how energy and momentum are transported from the solar wind through Mars' magnetosphere; and understand the processes controlling the flow of energy and matter into and out of the collisional atmosphere. EscaPADE is part of the NASA Small Innovative Missions for Planetary Exploration (SIMPLEx) program.,Heliocentric Orbit,2,"1,070.0 kg"
,GSAT-32 (GSAT-N3),NET 1st Half 2025,,,"Second Launch Pad, Satish Dhawan Space Centre, India",,GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,"5,000 kg",3,4,51.7 m,4.0 m,/rockets/35,35,"2,500 kg",$47.0 million,"7,887 kN",7.8 m,GSAT-32 (GSAT-N3),"GSAT-32 is a communications satellites for the Indian space agency, ISRO. The spacecraft is a replacement for GSAT-6 which will be near its end-of-life by the end of 2024.",Geostationary Transfer Orbit,1,"4,500.0 kg"
,CAS500-3,"NET July, 2025",,,"LC-2, Naro Space Center, South Korea",,KSLV-2,https://storage.googleapis.com/nextspaceflight/media/rockets/KSLV-2.webp,Image Credit: KARI,Active,"1,500 kg",3,0,47.5 m,3.3 m,/rockets/303,303,550 kg,,"2,620 kN",,CAS500-3,The South Korean CAS500-3 (Compact Advanced Satellite 500 3) is a technology verification Earth-observation satellite.,Sun-Synchronous Orbit,1,500.0 kg
,Starliner-1,"NET August, 2025",,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Atlas V N22,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_N22_rocket.webp,Image Credit: NASA,Active,"13,000 kg",2,2,62.2 m,,/rockets/25,25,,,"7,152 kN",,Starliner-1,"Starliner-1 is the first operational crew rotation mission of Boeing's Starliner spacecraft to the International Space Station. The crew will consist of NASA astronauts Scott Tingle as commander, Michael Fincke as pilot and Canadian astronaut Joshua Kutryk. Other crew members are still yet to be announced.",Low Earth Orbit,,
,CRS NG-23,"NET August, 2025","First mission of the Antares 330 rocket, an improved version of the Antares 230 which has a first stage developed by Northrop Grumman and Firefly Aerospace.",,"LP-0A, Wallops Flight Facility, Virginia, USA",,Antares 330,https://storage.googleapis.com/nextspaceflight/media/rockets/Antares_330.webp,Image Credit: Northrop Grumman,Planned,"10,800 kg",2,0,47.0 m,3.0 m,/rockets/26,26,,,"7,161 kN",9.0 m,CRS NG-23,Cygnus NG-23 (Northrop Grumman-23) is a cargo resupply mission of the Northrop Grumman Cygnus spacecraft to the International Space Station under the Commercial Resupply Services (CRS) contract with NASA.,Low Earth Orbit,1,
,Haven-1,"NET August, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Haven-1,"Haven-1 will act as an independent crewed space station. The station will have an active mission length of up to 3 years and support up to 4 crewed missions, each lasting 10 days and carrying 4 crew members.",Low Earth Orbit,1,"14,000.0 kg"
,Maiden flight,"NET August, 2025",Maiden flight of CAS Space's Kinetica-2 rocket.,,"Jiuquan Satellite Launch Center, China",,Kinetica 2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,"12,000 kg",2,0,52.0 m,4.2 m,/rockets/295,295,,,"2,000 kN",,,,,,
,Artemis II,"NET September, 2025",First crewed flight of the Orion spacecraft. First time humans will go beyond Low Earth Orbit since Apollo 17 in 1972.,,"LC-39B, Kennedy Space Center, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},SLS Block 1,https://storage.googleapis.com/nextspaceflight/media/rockets/SLS_Block_1.webp,Image Credit: NASA,Active,"95,000 kg",2,2,98.1 m,5.1 m,/rockets/5,5,,$876.0 million,"39,440 kN",14.3 m,Artemis II,"Artemis II mission plan is to send four astronauts in the first crewed Orion capsule into a lunar free return trajectory for a 10 day mission. The mission will include the first non-American, Canadian specifically, and likely the first woman to leave low earth orbit. Because of the hydrogen boil-off due to the increased time spent in a LEO parking orbit compared to Artemis I, the mission will use a multi-translunar injection (MTLI), or multiple departure burns to preform the translunar injection burn. The burn will be partially completed by the ICPS 2nd stage before being fully completed by the European Service Module (ESM) on the following orbit.",High Earth Orbit,1,
,KOMPSAT-7A,"NET 3rd Quarter, 2025",,,"SLC-40 or LC-39A, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,KOMPSAT-7A,KOMPSAT 7A (Korean Multi-purpose Satellite 7A) is a lightweight Earth observation satellite developed by the Korea Aerospace Research Institute.,Sun-Synchronous Orbit,1,"2,000.0 kg"
,CRS SNC-2,"NET 3rd Quarter, 2025",,,"SLC-41, Cape Canaveral SFS, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Vulcan VC4L,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_VC4L.webp,Image Credit: ULA,Planned,"24,600 kg",2,4,63.3 m,5.4 m,/rockets/70,70,"11,693 kg",,"13,006 kN",21.3 m,CRS SNC-2,The Dream Chaser Cargo System is an American reusable spaceplane being developed by Sierra Nevada Corporation (SNC) Space Systems. The Dream Chaser is designed to resupply the International Space Station with both pressurized and unpressurized cargo. The vehicle will launch vertically and autonomously land horizontally on conventional runways.,Low Earth Orbit,1,
,Gateway PPE & HALO,"NET October, 2025",Falcon Heavy will be equipped with an extended payload fairing for this launch.,,"LC-39A, Kennedy Space Center, Florida, USA",{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},Falcon Heavy,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon%20Heavy%20Block%205.webp,Image Credit: SpaceX,Active,"63,800 kg",2,2,70.0 m,5.2 m,/rockets/104,104,"26,700 kg",$97.0 million,"22,819 kN",13.0 m,PPE & HALO,"NASA has selected SpaceX to provide launch services for the agency’s Power and Propulsion Element (PPE) and Habitation and Logistics Outpost (HALO), the foundational elements of the Gateway. As the first long-term orbiting outpost around the Moon, the Gateway is critical to supporting sustainable astronauts missions under the agency’s Artemis program.",,1,
,Transporter 15,"NET October, 2025",,,"CCSFS/KSC, Florida or VSFB, California, USA",,Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,"22,800 kg",2,0,70.0 m,5.2 m,/rockets/3,3,"8,300 kg",$69.75 million,"7,607 kN",13.0 m,Transporter 15,"Transporter 15 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",Sun-Synchronous Orbit,,
,Space Rider F1,NET 2025,,,"ELV, Guiana Space Centre, French Guiana, France",,Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,"2,300 kg",4,0,35.0 m,3.3 m,/rockets/31,31,,,"4,500 kN",9.0 m,Space Rider,"Space Rider is a reusable lifting-body orbital and re-entry experiment, which aims to provide Europe with an affordable, independent, reusable end-to-end integrated space transportation system for routine access and return from low orbit. It will be used to transport payloads for an array of applications, orbit altitudes, and inclinations.",Low Earth Orbit,1,"2,400.0 kg"
