mission_status,title,launch_time,description,videos,article_link,location,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.payload_to_leo,rocket_data.payload_to_gto,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.fairing_height,rocket_data.rocket_details_link,rocket_data.rocket_id,mission_data.title,mission_data.description,mission_data.payloads,mission_data.total_mass,mission_data.orbit
,ViaSat-3 F2,NET 1st Half 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,ViaSat-3 F2,"The ViaSat-3 class of Ka-band satellites is expected to provide unprecedented capabilities in terms of service speed and flexibility for a satellite platform. The first two satellites will focus on the Americas and on Europe, Middle East and Africa (EMEA), respectively, with the third satellite planned for the APAC region, completing Viasat's global service coverage. Each ViaSat-3 class satellite is expected to deliver more than 1-Terabit per second of network capacity, and to leverage high levels of flexibility to dynamically direct capacity to where customers are located.",1,"6,400.0 kg",Geostationary Earth Orbit
,GSAT-32 (GSAT-N3),NET 1st Half 2025,,,,"Second Launch Pad, Satish Dhawan Space Centre, India",GSLV Mk II,https://storage.googleapis.com/nextspaceflight/media/rockets/GSLV_Mk_II.webp,Image Credit: ISRO,Active,$47.0 million,"7,887 kN","5,000 kg","2,500 kg",3,4,51.7 m,4.0 m,7.8 m,/rockets/35,35,GSAT-32 (GSAT-N3),"GSAT-32 is a communications satellites for the Indian space agency, ISRO. The spacecraft is a replacement for GSAT-6 which will be near its end-of-life by the end of 2024.",1,"4,500.0 kg",Geostationary Transfer Orbit
,MTG-S1/Sentinel-4A,"NET July, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,MTG-S1/Sentinel-4A,MTG (Meteosat Third Generation) is the follow-up system to the Meteosat MSG series of geostationary satellites.,1,"2,500.0 kg",Geostationary Transfer Orbit
,SpaceX Crew-11,"NET July, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,SpaceX Crew-11,SpaceX Crew-11 is the eleventh operational crewed rotation mission of a Crew Dragon spacecraft to the International Space Station.,1,,Low Earth Orbit
,CAS500-3,"NET July, 2025",,,,"LC-2, Naro Space Center, South Korea",KSLV-2,https://storage.googleapis.com/nextspaceflight/media/rockets/KSLV-2.webp,Image Credit: KARI,Active,,"2,620 kN","1,500 kg",550 kg,3,0,47.5 m,3.3 m,,/rockets/303,303,CAS500-3,The South Korean CAS500-3 (Compact Advanced Satellite 500 3) is a technology verification Earth-observation satellite.,1,500.0 kg,Sun-Synchronous Orbit
,CRS NG-23,"NET August, 2025","First mission of the Antares 330 rocket, an improved version of the Antares 230 which has a first stage developed by Northrop Grumman and Firefly Aerospace.",,,"LP-0A, Wallops Flight Facility, Virginia, USA",Antares 330,https://storage.googleapis.com/nextspaceflight/media/rockets/Antares_330.webp,Image Credit: Northrop Grumman,Planned,,"7,161 kN","10,800 kg",,2,0,47.0 m,3.0 m,9.0 m,/rockets/26,26,CRS NG-23,Cygnus NG-23 (Northrop Grumman-23) is a cargo resupply mission of the Northrop Grumman Cygnus spacecraft to the International Space Station under the Commercial Resupply Services (CRS) contract with NASA.,1,,Low Earth Orbit
,Haven-1,"NET August, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Haven-1,"Haven-1 will act as an independent crewed space station. The station will have an active mission length of up to 3 years and support up to 4 crewed missions, each lasting 10 days and carrying 4 crew members.",1,"14,000.0 kg",Low Earth Orbit
,Maiden flight,"NET August, 2025",Maiden flight of CAS Space's Kinetica-2 rocket.,,,"Jiuquan Satellite Launch Center, China",Kinetica 2,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"2,000 kN","12,000 kg",,2,0,52.0 m,4.2 m,,/rockets/295,295,,,,,
,Artemis II,"NET September, 2025",First crewed flight of the Orion spacecraft. First time humans will go beyond Low Earth Orbit since Apollo 17 in 1972.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-39B, Kennedy Space Center, Florida, USA",SLS Block 1,https://storage.googleapis.com/nextspaceflight/media/rockets/SLS_Block_1.webp,Image Credit: NASA,Active,$876.0 million,"39,440 kN","95,000 kg",,2,2,98.1 m,5.1 m,14.3 m,/rockets/5,5,Artemis II,"Artemis II mission plan is to send four astronauts in the first crewed Orion capsule into a lunar free return trajectory for a 10 day mission. The mission will include the first non-American, Canadian specifically, and likely the first woman to leave low earth orbit. Because of the hydrogen boil-off due to the increased time spent in a LEO parking orbit compared to Artemis I, the mission will use a multi-translunar injection (MTLI), or multiple departure burns to preform the translunar injection burn. The burn will be partially completed by the ICPS 2nd stage before being fully completed by the European Service Module (ESM) on the following orbit.",1,,High Earth Orbit
,KOMPSAT-7A,"NET 3rd Quarter, 2025",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,KOMPSAT-7A,KOMPSAT 7A (Korean Multi-purpose Satellite 7A) is a lightweight Earth observation satellite developed by the Korea Aerospace Research Institute.,1,"2,000.0 kg",Sun-Synchronous Orbit
,STP-S29A,"NET September, 2025",,,,"SLC-8, Vandenberg SFB, California, USA",Minotaur IV,https://storage.googleapis.com/nextspaceflight/media/rockets/Minotaur_IV.webp,,Active,$46.0 million,"2,200 kN","1,735 kg",,4,0,23.88 m,2.34 m,6.4 m,/rockets/128,128,STP-S29A,"STP-S29A is a mission under the U.S. Department of Defense's Space Test Program (STP) that will deliver technology demonstrations to orbit and contribute to future space system development, with this launch delivering up to 200 kg of STP cubesats to Low Earth Orbit.",,,Low Earth Orbit
,METOP-SG A1,"NET 3rd Quarter, 2025",,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,$88.0 million,"8,370 kN","10,350 kg","4,500 kg",2,2,62.0 m,5.4 m,20.0 m,/rockets/92,92,METOP-SG A1,METOP-SG (Meteorological Operational - Second Generation) is Europe's second-generation polar-orbiting operational meteorological satellite system to replace the first-generation METOP satellites.,1,"4,017.0 kg",Sun-Synchronous Orbit
,Tranche 1 Tracking Layer C,"NET 3rd Quarter, 2025",NET 2025,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Tracking Layer C,Tranche 1 Tracking Layer C is the third of six missions by the Space Development Agency for the Tranche 1 Tracking Layer.,,,Polar Orbit
,Tranche 1 Tracking Layer B,"NET 3rd Quarter, 2025",NET 2025,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,,Active,,,,,2,,,5.4 m,,/rockets/70,70,Tranche 1 Tracking Layer B,Tranche 1 Tracking Layer B is the second of six missions by the Space Development Agency for the Tranche 1 Tracking Layer.,,,Polar Orbit
,Tranche 1 Tracking Layer D,"NET 3rd Quarter, 2025",NET 2025,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Vulcan Centaur,https://storage.googleapis.com/nextspaceflight/media/rockets/Vulcan_Centaur.webp,,Active,,,,,2,,,5.4 m,,/rockets/70,70,Tranche 1 Tracking Layer D,Tranche 1 Tracking Layer D is the fourth of six missions by the Space Development Agency for the Tranche 1 Tracking Layer.,,,Polar Orbit
,Tranche 1 Tracking Layer A,"NET 3rd Quarter, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Tracking Layer A,Tranche 1 Tracking Layer A is the first of six missions by the Space Development Agency for the Tranche 1 Tracking Layer.,,,Polar Orbit
,Tranche 1 Tracking Layer E,"NET 3rd Quarter, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Tranche 1 Tracking Layer E,Tranche 1 Tracking Layer E is the fifth of six missions by the Space Development Agency for the Tranche 1 Tracking Layer.,,,Polar Orbit
,Gateway PPE & HALO,"NET October, 2025",Falcon Heavy will be equipped with an extended payload fairing for this launch.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-39A, Kennedy Space Center, Florida, USA",Falcon Heavy,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon%20Heavy%20Block%205.webp,Image Credit: SpaceX,Active,$97.0 million,"22,819 kN","63,800 kg","26,700 kg",2,2,70.0 m,5.2 m,13.0 m,/rockets/104,104,PPE & HALO,"NASA has selected SpaceX to provide launch services for the agency’s Power and Propulsion Element (PPE) and Habitation and Logistics Outpost (HALO), the foundational elements of the Gateway. As the first long-term orbiting outpost around the Moon, the Gateway is critical to supporting sustainable astronauts missions under the agency’s Artemis program.",1,,
,Transporter 15,"NET October, 2025",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Transporter 15,"Transporter 15 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Sun-Synchronous Orbit
,TSIS-2 & Others,"NET October, 2025",,,,"SLC-4E, Vandenberg SFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,TSIS-2,"NASA's Total and Spectral Solar Irradiance Sensor – 2, or TSIS-2, will measure the Sun's energy input to Earth. Since 1978, various satellites have measured the Sun’s brightness above Earth’s atmosphere. TSIS-2 will add solar irradiance measurements to four decades of continuous data records. Unlike its predecessor TSIS-1, which operates from the International Space Station, TSIS-2 will ride on a free-flying spacecraft.",1,,Sun-Synchronous Orbit
,Space Rider F1,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,Space Rider,"Space Rider is a reusable lifting-body orbital and re-entry experiment, which aims to provide Europe with an affordable, independent, reusable end-to-end integrated space transportation system for routine access and return from low orbit. It will be used to transport payloads for an array of applications, orbit altitudes, and inclinations.",1,"2,400.0 kg",Low Earth Orbit
,GaganYaan Crewed Flight,NET 2025,"First Indian crewed flight. India will become the fourth space power in history to have launched a crew into space, after the Soviet Union, the USA and China.",,,"Second Launch Pad, Satish Dhawan Space Centre, India",LVM-3,https://storage.googleapis.com/nextspaceflight/media/rockets/LVM-3.webp,Image Credit: ISRO,Active,$62.0 million,"11,898 kN","10,000 kg","4,000 kg",3,2,43.4 m,5.0 m,,/rockets/178,178,GaganYaan Crewed Flight,The purpose of the mission is to demonstrate the ability of the GaganYaan spacecraft to carry humans into low earth orbit.,1,"7,000.0 kg",Low Earth Orbit
,EDRS-D,NET 2025,,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,$88.0 million,"8,370 kN","10,350 kg","4,500 kg",2,2,62.0 m,5.4 m,20.0 m,/rockets/92,92,EDRS-D,"The EDRS’s two telecommunication payloads in geostationary orbit will enable broadband, bi-directional data relay between Low Earth Orbit (LEO) satellites and an associated ground segment via either of the EDRS payloads. The EDRS increases the time LEO spacecraft can be in communication with the ground and enables immediate broadband data transfer to the user. It also provides the capability to re-programme LEO Earth observation (EO) satellites in almost real-time. This ensures the timely acquisition and delivery of imagery following natural disasters and helps emergency services on the ground to accurately map the affected areas and effectively coordinate response efforts. Currently, LEO satellites can only be reprogrammed and images can only be received when the satellites pass over a specific geographic location with a dedicated ground station.",1,"3,500.0 kg",Geostationary Transfer Orbit
,Demo Flight,NET 2025,First flight of Tsyklon-4M.First orbital launch from Canada.,,,"Tsyklon Pad, Canso, Canada",Tsyklon-4M,https://storage.googleapis.com/nextspaceflight/media/rockets/Tsyklon-4M.webp,Image Credit: Yuzhnoye,Planned,$45.0 million,"3,111 kN","5,000 kg",910 kg,2,0,38.7 m,4.0 m,9.7 m,/rockets/215,215,Demo Flight,"First flight, payloads to be confirmed",,,
,SMILE,"NET 4th Quarter, 2025",,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,SMILE,"Solar wind Magnetosphere Ionosphere Link Explorer (SMILE) is a planned joint venture mission between the European Space Agency and the Chinese Academy of Sciences. SMILE will image for the first time the magnetosphere in soft X-rays and UV during up to 40 hours per orbit, improving our understanding of the dynamic interaction between the solar wind and Earth's magnetosphere.",1,"2,200.0 kg",Highly Elliptical Orbit
,Galileo FOC FM29-FM30,NET 2025,,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,$88.0 million,"8,370 kN","10,350 kg","4,500 kg",2,2,62.0 m,5.4 m,20.0 m,/rockets/92,92,Galileo FOC FM29-FM30,"Galileo is the global navigation satellite system (GNSS) that went live in 2016, created by the European Union (EU) through the European GNSS Agency (GSA), headquartered in Prague in the Czech Republic, with two ground operations centers, Oberpfaffenhofen near Munich in Germany and Fucino in Italy. The project is named after the Italian astronomer Galileo Galilei. One of the aims of Galileo is to provide an independent high-precision positioning system so European nations do not have to rely on the U.S. GPS, or the Russian GLONASS systems, which could be disabled or degraded by their operators at any time.",2,"1,466.0 kg",Medium Earth Orbit
,Galileo FOC FM33-FM34,NET 2025,,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 62,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_62.webp,Image Credit: Arianespace,Active,$88.0 million,"8,370 kN","10,350 kg","4,500 kg",2,2,62.0 m,5.4 m,20.0 m,/rockets/92,92,Galileo FOC FM33-FM34,"Galileo is the global navigation satellite system (GNSS) that went live in 2016, created by the European Union (EU) through the European GNSS Agency (GSA), headquartered in Prague in the Czech Republic, with two ground operations centers, Oberpfaffenhofen near Munich in Germany and Fucino in Italy. The project is named after the Italian astronomer Galileo Galilei. One of the aims of Galileo is to provide an independent high-precision positioning system so European nations do not have to rely on the U.S. GPS, or the Russian GLONASS systems, which could be disabled or degraded by their operators at any time.",2,"1,466.0 kg",Medium Earth Orbit
